Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Charged Quartz Fixture Down
chiselsandbits:block_bit:0, Chiseled Bit - Fluix Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Small Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiny TNT
chiselsandbits:block_bit:0, Chiseled Bit - Livingrock
chiselsandbits:block_bit:0, Chiseled Bit - Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Livingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Livingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Framed Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Pattern Framed Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Glimmering Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Alchemy Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manasteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Terrasteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Elementium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragonstone
chiselsandbits:block_bit:0, Chiseled Bit - Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Dreamwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Dreamwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Framed Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Pattern Framed Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Glimmering Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Conjuration Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - White Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Lime Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Black Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Blaze Mesh
chiselsandbits:block_bit:0, Chiseled Bit - Living Root
chiselsandbits:block_bit:0, Chiseled Bit - Fel Pumpkin South
chiselsandbits:block_bit:0, Chiseled Bit - Manastorm Charge
chiselsandbits:block_bit:0, Chiseled Bit - Shimmerrock
chiselsandbits:block_bit:0, Chiseled Bit - Shimmerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Smokey Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Smokey Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Smokey Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mana Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Mana Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blaze Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Blaze Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Blaze Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lavender Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Lavender Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Lavender Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redquartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Redquartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Redquartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Elven Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Elven Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Elven Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sunny Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sunny Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Sunny Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Stone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Forest Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Plains Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Mountain Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Fungal Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Swamp Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Desert Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Taiga Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Mesa Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - White Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Black Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Blue Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Red Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Green Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Stellar Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Pink Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Vivid Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Tree Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Decorative Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Mosaic
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Border
chiselsandbits:block_bit:0, Chiseled Bit - Uncrafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Clock Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Heart of Transformation Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Core Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Engine Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Towerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Encased Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Infested Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Reappearing Block
chiselsandbits:block_bit:0, Chiseled Bit - Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Locked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Unlocked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Builder
chiselsandbits:block_bit:0, Chiseled Bit - Anti-builder
chiselsandbits:block_bit:0, Chiseled Bit - Ghast Trap
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Reactor
chiselsandbits:block_bit:0, Chiseled Bit - Stronghold Shield Down
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Block
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick Floor
chiselsandbits:block_bit:0, Chiseled Bit - Weathered Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Trollsteinn
chiselsandbits:block_bit:0, Chiseled Bit - Fluffy Cloud
chiselsandbits:block_bit:0, Chiseled Bit - Giant Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Giant Log
chiselsandbits:block_bit:0, Chiseled Bit - Giant Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Huge Stalk
chiselsandbits:block_bit:0, Chiseled Bit - Huge Mushgloom
chiselsandbits:block_bit:0, Chiseled Bit - Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Worn Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Castle Roof Tile
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Thick Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar North/South
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Tile mod.chiselsandbits.pretty.axis-none
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Furnace [NYI] South
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Log [NYI] Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ironwood
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiery Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steeleaf
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arctic Fur
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carminite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Circular) South
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Diagonal)
chiselsandbits:block_bit:0, Chiseled Bit - tile.twilightforest.StonePillar.name Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Planks
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Grout
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Graveyard Soil
chiselsandbits:block_bit:0, Chiseled Bit - Consecrated Soil
chiselsandbits:block_bit:0, Chiseled Bit - Slimy Magma Mud
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Bloodblock
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lavawood
chiselsandbits:block_bit:0, Chiseled Bit - Firewood
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ardite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manyullyn
chiselsandbits:block_bit:0, Chiseled Bit - Block of Knightslime
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pigiron
chiselsandbits:block_bit:0, Chiseled Bit - Silky Block of Jewel
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Magma Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dried Clay
chiselsandbits:block_bit:0, Chiseled Bit - Dried Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Rough Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fancy Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Road
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Creeperface
chiselsandbits:block_bit:0, Chiseled Bit - Triangle Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Porcelain Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Golden Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lava Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Monochrome Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Unfired Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - White Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Orange Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Lime Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Pink Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Purple Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Brown Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Green Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Red Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Black Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Coral Reef
chiselsandbits:block_bit:0, Chiseled Bit - Coral Reef
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Corrupted Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Clinker Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Stained Clinker Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Slag Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Rebar Concrete Block
chiselsandbits:block_bit:0, Chiseled Bit - Rebar Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Gas Concrete Block
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Table
chiselsandbits:block_bit:0, Chiseled Bit - Steel Table
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Side Table
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
